p_key,BaseCode,SectionBreakStartKM,SectionBreakFinishKM,RecordingDate
ARTC-11_175.82_20m_2023-07-26,ARTC-11,175.82,175.84,2023-07-26
ARTC-11_175.86_20m_2024-04-13,ARTC-11,175.86,175.88,2024-04-13
ARTC-11_175.96_20m_2024-02-16,ARTC-11,175.96,175.98,2024-02-16
ARTC-11_175.96_20m_2024-03-28,ARTC-11,175.96,175.98,2024-03-28
ARTC-11_176.02_20m_2024-01-10,ARTC-11,176.02,176.04,2024-01-10
ARTC-11_176.1_20m_2024-06-08,ARTC-11,176.1,176.12,2024-06-08
ARTC-11_176.12_20m_2024-07-19,ARTC-11,176.12,176.14,2024-07-19
ARTC-11_176.2_20m_2024-05-07,ARTC-11,176.2,176.22,2024-05-07
ARTC-11_176.24_20m_2023-08-30,ARTC-11,176.24,176.26,2023-08-30
ARTC-11_176.32_20m_2024-02-02,ARTC-11,176.32,176.34,2024-02-02
ARTC-11_176.38_20m_2023-12-02,ARTC-11,176.38,176.4,2023-12-02
ARTC-11_176.5_20m_2024-01-16,ARTC-11,176.5,176.52,2024-01-16
ARTC-11_176.54_20m_2023-07-30,ARTC-11,176.54,176.56,2023-07-30
ARTC-11_176.7_20m_2023-11-25,ARTC-11,176.7,176.72,2023-11-25
ARTC-11_176.7_20m_2024-07-12,ARTC-11,176.7,176.72,2024-07-12
ARTC-11_176.78_20m_2023-07-14,ARTC-11,176.78,176.8,2023-07-14
ARTC-11_176.78_20m_2024-04-13,ARTC-11,176.78,176.8,2024-04-13
ARTC-11_176.8_20m_2024-01-15,ARTC-11,176.8,176.82,2024-01-15
ARTC-11_176.82_20m_2024-06-27,ARTC-11,176.82,176.84,2024-06-27
ARTC-11_176.88_20m_2023-08-24,ARTC-11,176.88,176.9,2023-08-24
ARTC-11_177.08_20m_2023-08-22,ARTC-11,177.08,177.1,2023-08-22
ARTC-11_177.1_20m_2023-11-24,ARTC-11,177.1,177.12,2023-11-24
ARTC-11_177.12_20m_2024-06-06,ARTC-11,177.12,177.14,2024-06-06
ARTC-11_177.14_20m_2023-06-07,ARTC-11,177.14,177.16,2023-06-07
ARTC-11_177.14_20m_2024-01-11,ARTC-11,177.14,177.16,2024-01-11
ARTC-11_177.16_20m_2024-07-09,ARTC-11,177.16,177.18,2024-07-09
ARTC-11_177.18_20m_2023-11-08,ARTC-11,177.18,177.2,2023-11-08
ARTC-11_177.22_20m_2024-03-28,ARTC-11,177.22,177.24,2024-03-28
ARTC-11_177.3_20m_2024-03-24,ARTC-11,177.3,177.32,2024-03-24
ARTC-11_177.44_20m_2024-05-08,ARTC-11,177.44,177.46,2024-05-08
ARTC-11_177.48_20m_2024-03-28,ARTC-11,177.48,177.5,2024-03-28
ARTC-11_177.48_20m_2024-07-12,ARTC-11,177.48,177.5,2024-07-12
ARTC-11_177.6_20m_2024-05-09,ARTC-11,177.6,177.62,2024-05-09
ARTC-11_177.72_20m_2024-06-13,ARTC-11,177.72,177.74,2024-06-13
ARTC-11_177.72_20m_2024-07-22,ARTC-11,177.72,177.74,2024-07-22
ARTC-11_177.74_20m_2023-10-24,ARTC-11,177.74,177.76,2023-10-24
ARTC-11_177.78_20m_2024-06-10,ARTC-11,177.78,177.8,2024-06-10
ARTC-11_177.8_20m_2023-07-27,ARTC-11,177.8,177.82,2023-07-27
ARTC-11_177.86_20m_2023-12-18,ARTC-11,177.86,177.88,2023-12-18
ARTC-11_177.96_20m_2023-11-12,ARTC-11,177.96,177.98,2023-11-12
ARTC-11_178.02_20m_2024-05-18,ARTC-11,178.02,178.04,2024-05-18
ARTC-11_178.08_20m_2023-06-12,ARTC-11,178.08,178.1,2023-06-12
ARTC-11_178.08_20m_2023-09-22,ARTC-11,178.08,178.1,2023-09-22
ARTC-11_178.12_20m_2023-12-23,ARTC-11,178.12,178.14,2023-12-23
ARTC-11_178.26_20m_2023-10-21,ARTC-11,178.26,178.28,2023-10-21
ARTC-11_178.26_20m_2024-06-08,ARTC-11,178.26,178.28,2024-06-08
ARTC-11_178.44_20m_2023-10-02,ARTC-11,178.44,178.46,2023-10-02
ARTC-11_178.46_20m_2023-09-04,ARTC-11,178.46,178.48,2023-09-04
ARTC-11_178.5_20m_2024-03-12,ARTC-11,178.5,178.52,2024-03-12
ARTC-11_178.54_20m_2023-06-13,ARTC-11,178.54,178.56,2023-06-13
ARTC-11_178.54_20m_2024-01-24,ARTC-11,178.54,178.56,2024-01-24
ARTC-11_178.54_20m_2024-02-16,ARTC-11,178.54,178.56,2024-02-16
ARTC-11_178.54_20m_2024-03-18,ARTC-11,178.54,178.56,2024-03-18
ARTC-11_178.56_20m_2023-05-10,ARTC-11,178.56,178.58,2023-05-10
ARTC-11_178.56_20m_2024-01-14,ARTC-11,178.56,178.58,2024-01-14
ARTC-11_178.56_20m_2024-06-21,ARTC-11,178.56,178.58,2024-06-21
ARTC-11_178.6_20m_2024-02-25,ARTC-11,178.6,178.62,2024-02-25
ARTC-11_178.6_20m_2024-06-06,ARTC-11,178.6,178.62,2024-06-06
ARTC-11_178.62_20m_2024-02-25,ARTC-11,178.62,178.64,2024-02-25
ARTC-11_178.68_20m_2023-05-03,ARTC-11,178.68,178.7,2023-05-03
ARTC-11_178.72_20m_2024-07-08,ARTC-11,178.72,178.74,2024-07-08
ARTC-11_178.76_20m_2023-08-15,ARTC-11,178.76,178.78,2023-08-15
ARTC-11_178.78_20m_2023-06-06,ARTC-11,178.78,178.8,2023-06-06
ARTC-11_178.84_20m_2024-02-11,ARTC-11,178.84,178.86,2024-02-11
ARTC-11_178.9_20m_2023-10-01,ARTC-11,178.9,178.92,2023-10-01
ARTC-11_178.98_20m_2024-02-20,ARTC-11,178.98,179,2024-02-20
ARTC-11_179.0_20m_2024-03-25,ARTC-11,179,179.02,2024-03-25
ARTC-11_179.08_20m_2023-05-07,ARTC-11,179.08,179.1,2023-05-07
ARTC-11_179.18_20m_2024-01-26,ARTC-11,179.18,179.2,2024-01-26
ARTC-11_179.28_20m_2023-12-20,ARTC-11,179.28,179.3,2023-12-20
ARTC-11_179.3_20m_2023-12-06,ARTC-11,179.3,179.32,2023-12-06
ARTC-11_179.3_20m_2024-06-04,ARTC-11,179.3,179.32,2024-06-04
ARTC-11_179.32_20m_2023-06-14,ARTC-11,179.32,179.34,2023-06-14
ARTC-11_179.32_20m_2023-08-12,ARTC-11,179.32,179.34,2023-08-12
ARTC-11_179.32_20m_2023-09-28,ARTC-11,179.32,179.34,2023-09-28
ARTC-11_179.34_20m_2023-06-05,ARTC-11,179.34,179.36,2023-06-05
ARTC-11_179.38_20m_2024-01-30,ARTC-11,179.38,179.4,2024-01-30
ARTC-11_179.48_20m_2023-10-15,ARTC-11,179.48,179.5,2023-10-15
ARTC-11_179.5_20m_2023-08-12,ARTC-11,179.5,179.52,2023-08-12
ARTC-11_179.52_20m_2023-09-09,ARTC-11,179.52,179.54,2023-09-09
ARTC-11_179.58_20m_2023-06-26,ARTC-11,179.58,179.6,2023-06-26
ARTC-11_179.6_20m_2024-04-18,ARTC-11,179.6,179.62,2024-04-18
ARTC-11_179.64_20m_2023-07-29,ARTC-11,179.64,179.66,2023-07-29
ARTC-11_179.64_20m_2023-12-14,ARTC-11,179.64,179.66,2023-12-14
ARTC-11_179.72_20m_2024-04-16,ARTC-11,179.72,179.74,2024-04-16
ARTC-11_179.78_20m_2024-06-21,ARTC-11,179.78,179.8,2024-06-21
ARTC-11_179.84_20m_2024-01-13,ARTC-11,179.84,179.86,2024-01-13
ARTC-11_179.98_20m_2023-07-25,ARTC-11,179.98,180,2023-07-25
ARTC-11_180.0_20m_2024-01-16,ARTC-11,180,180.02,2024-01-16
ARTC-11_180.06_20m_2024-03-12,ARTC-11,180.06,180.08,2024-03-12
ARTC-11_180.06_20m_2024-04-17,ARTC-11,180.06,180.08,2024-04-17
ARTC-11_180.08_20m_2024-02-14,ARTC-11,180.08,180.1,2024-02-14
ARTC-11_180.08_20m_2024-04-24,ARTC-11,180.08,180.1,2024-04-24
ARTC-11_180.16_20m_2023-07-22,ARTC-11,180.16,180.18,2023-07-22
ARTC-11_180.3_20m_2024-05-15,ARTC-11,180.3,180.32,2024-05-15
ARTC-10_206.8_20m_2023-11-09,ARTC-10,206.8,206.82,2023-11-09
ARTC-10_210.52_20m_2023-11-09,ARTC-10,210.52,210.54,2023-11-09
ARTC-10_218.18_20m_2023-11-09,ARTC-10,218.18,218.2,2023-11-09
ARTC-10_226.1_20m_2023-08-12,ARTC-10,226.1,226.12,2023-08-12
ARTC-10_227.58_20m_2023-06-28,ARTC-10,227.58,227.6,2023-06-28
ARTC-10_228.4_20m_2023-08-12,ARTC-10,228.4,228.42,2023-08-12
ARTC-10_229.54_20m_2023-11-09,ARTC-10,229.54,229.56,2023-11-09
ARTC-10_230.08_20m_2023-08-12,ARTC-10,230.08,230.1,2023-08-12
ARTC-10_230.18_20m_2023-09-12,ARTC-10,230.18,230.2,2023-09-12
ARTC-10_231.06_20m_2023-09-20,ARTC-10,231.06,231.08,2023-09-20
ARTC-10_233.06_20m_2023-06-28,ARTC-10,233.06,233.08,2023-06-28
ARTC-10_233.28_20m_2023-06-28,ARTC-10,233.28,233.3,2023-06-28
ARTC-10_233.62_20m_2023-08-13,ARTC-10,233.62,233.64,2023-08-13
ARTC-10_236.66_20m_2023-05-08,ARTC-10,236.66,236.68,2023-05-08
ARTC-10_280.46_20m_2024-06-05,ARTC-10,280.46,280.48,2024-06-05
ARTC-10_282.56_20m_2024-05-25,ARTC-10,282.56,282.58,2024-05-25
ARTC-10_282.94_20m_2024-07-14,ARTC-10,282.94,282.96,2024-07-14
ARTC-10_283.7_20m_2024-03-29,ARTC-10,283.7,283.72,2024-03-29
ARTC-10_284.38_20m_2024-03-29,ARTC-10,284.38,284.4,2024-03-29
ARTC-10_285.44_20m_2024-07-21,ARTC-10,285.44,285.46,2024-07-21
ARTC-11_165.5_20m_2024-05-12,ARTC-11,165.5,165.52,2024-05-12
ARTC-11_165.54_20m_2024-03-26,ARTC-11,165.54,165.56,2024-03-26
ARTC-11_165.74_20m_2024-06-05,ARTC-11,165.74,165.76,2024-06-05
ARTC-11_165.78_20m_2024-02-26,ARTC-11,165.78,165.8,2024-02-26
ARTC-11_165.8_20m_2023-08-25,ARTC-11,165.8,165.82,2023-08-25
ARTC-11_166.08_20m_2023-05-06,ARTC-11,166.08,166.1,2023-05-06
ARTC-11_166.18_20m_2023-05-20,ARTC-11,166.18,166.2,2023-05-20
ARTC-11_166.28_20m_2023-09-21,ARTC-11,166.28,166.3,2023-09-21
ARTC-11_166.46_20m_2024-05-26,ARTC-11,166.46,166.48,2024-05-26
ARTC-11_166.9_20m_2024-04-15,ARTC-11,166.9,166.92,2024-04-15
ARTC-11_167.32_20m_2023-09-22,ARTC-11,167.32,167.34,2023-09-22
ARTC-11_167.38_20m_2024-04-19,ARTC-11,167.38,167.4,2024-04-19
ARTC-11_167.44_20m_2024-01-26,ARTC-11,167.44,167.46,2024-01-26
ARTC-11_167.52_20m_2024-03-28,ARTC-11,167.52,167.54,2024-03-28
ARTC-11_167.92_20m_2023-08-17,ARTC-11,167.92,167.94,2023-08-17
ARTC-11_168.06_20m_2023-11-27,ARTC-11,168.06,168.08,2023-11-27
ARTC-11_168.44_20m_2023-11-17,ARTC-11,168.44,168.46,2023-11-17
ARTC-11_168.82_20m_2023-08-30,ARTC-11,168.82,168.84,2023-08-30
ARTC-11_168.94_20m_2024-06-16,ARTC-11,168.94,168.96,2024-06-16
ARTC-11_169.0_20m_2023-08-19,ARTC-11,169,169.02,2023-08-19
ARTC-11_169.3_20m_2023-09-17,ARTC-11,169.3,169.32,2023-09-17
ARTC-11_169.38_20m_2023-09-27,ARTC-11,169.38,169.4,2023-09-27
ARTC-11_169.62_20m_2023-11-17,ARTC-11,169.62,169.64,2023-11-17
ARTC-11_169.76_20m_2023-08-29,ARTC-11,169.76,169.78,2023-08-29
ARTC-11_170.02_20m_2023-09-26,ARTC-11,170.02,170.04,2023-09-26
ARTC-11_170.14_20m_2023-09-11,ARTC-11,170.14,170.16,2023-09-11
ARTC-11_170.22_20m_2023-06-13,ARTC-11,170.22,170.24,2023-06-13
ARTC-11_170.26_20m_2023-07-31,ARTC-11,170.26,170.28,2023-07-31
ARTC-11_170.38_20m_2023-05-06,ARTC-11,170.38,170.4,2023-05-06
ARTC-11_170.48_20m_2024-05-26,ARTC-11,170.48,170.5,2024-05-26
ARTC-11_170.56_20m_2023-06-13,ARTC-11,170.56,170.58,2023-06-13
ARTC-11_170.6_20m_2023-07-23,ARTC-11,170.6,170.62,2023-07-23
ARTC-11_170.86_20m_2023-11-27,ARTC-11,170.86,170.88,2023-11-27
ARTC-11_170.9_20m_2024-06-19,ARTC-11,170.9,170.92,2024-06-19
ARTC-11_171.52_20m_2023-11-07,ARTC-11,171.52,171.54,2023-11-07
ARTC-11_171.54_20m_2023-11-09,ARTC-11,171.54,171.56,2023-11-09
ARTC-11_171.56_20m_2023-10-20,ARTC-11,171.56,171.58,2023-10-20
ARTC-11_171.66_20m_2023-08-15,ARTC-11,171.66,171.68,2023-08-15
ARTC-11_171.7_20m_2023-05-22,ARTC-11,171.7,171.72,2023-05-22
ARTC-11_171.74_20m_2023-12-24,ARTC-11,171.74,171.76,2023-12-24
ARTC-11_171.74_20m_2024-05-19,ARTC-11,171.74,171.76,2024-05-19
ARTC-11_171.74_20m_2024-06-16,ARTC-11,171.74,171.76,2024-06-16
ARTC-11_171.78_20m_2023-05-03,ARTC-11,171.78,171.8,2023-05-03
ARTC-11_171.78_20m_2024-05-19,ARTC-11,171.78,171.8,2024-05-19
ARTC-11_171.8_20m_2023-10-30,ARTC-11,171.8,171.82,2023-10-30
ARTC-11_171.98_20m_2024-05-24,ARTC-11,171.98,172,2024-05-24
ARTC-11_172.06_20m_2023-08-04,ARTC-11,172.06,172.08,2023-08-04
ARTC-11_172.14_20m_2024-06-05,ARTC-11,172.14,172.16,2024-06-05
ARTC-11_172.2_20m_2024-06-04,ARTC-11,172.2,172.22,2024-06-04
ARTC-11_172.22_20m_2023-10-19,ARTC-11,172.22,172.24,2023-10-19
ARTC-11_172.28_20m_2024-04-23,ARTC-11,172.28,172.3,2024-04-23
ARTC-11_172.3_20m_2023-07-29,ARTC-11,172.3,172.32,2023-07-29
ARTC-11_172.32_20m_2024-05-26,ARTC-11,172.32,172.34,2024-05-26
ARTC-11_172.42_20m_2023-07-14,ARTC-11,172.42,172.44,2023-07-14
ARTC-11_172.46_20m_2024-07-06,ARTC-11,172.46,172.48,2024-07-06
ARTC-11_172.48_20m_2024-05-24,ARTC-11,172.48,172.5,2024-05-24
ARTC-11_172.58_20m_2023-07-01,ARTC-11,172.58,172.6,2023-07-01
ARTC-11_172.58_20m_2023-09-29,ARTC-11,172.58,172.6,2023-09-29
ARTC-11_172.6_20m_2023-07-01,ARTC-11,172.6,172.62,2023-07-01
ARTC-11_172.6_20m_2023-08-14,ARTC-11,172.6,172.62,2023-08-14
ARTC-11_172.6_20m_2024-03-27,ARTC-11,172.6,172.62,2024-03-27
ARTC-11_172.68_20m_2023-11-29,ARTC-11,172.68,172.7,2023-11-29
ARTC-11_172.76_20m_2023-12-07,ARTC-11,172.76,172.78,2023-12-07
ARTC-11_172.8_20m_2023-09-20,ARTC-11,172.8,172.82,2023-09-20
ARTC-11_172.82_20m_2024-01-16,ARTC-11,172.82,172.84,2024-01-16
ARTC-11_172.92_20m_2023-06-04,ARTC-11,172.92,172.94,2023-06-04
ARTC-11_172.94_20m_2024-02-25,ARTC-11,172.94,172.96,2024-02-25
ARTC-11_172.98_20m_2024-01-06,ARTC-11,172.98,173,2024-01-06
ARTC-11_172.98_20m_2024-02-18,ARTC-11,172.98,173,2024-02-18
ARTC-11_173.0_20m_2024-02-20,ARTC-11,173,173.02,2024-02-20
ARTC-11_173.02_20m_2023-12-07,ARTC-11,173.02,173.04,2023-12-07
ARTC-11_173.04_20m_2023-07-25,ARTC-11,173.04,173.06,2023-07-25
ARTC-11_173.04_20m_2023-11-18,ARTC-11,173.04,173.06,2023-11-18
ARTC-11_173.08_20m_2024-01-08,ARTC-11,173.08,173.1,2024-01-08
ARTC-11_173.22_20m_2024-02-17,ARTC-11,173.22,173.24,2024-02-17
ARTC-11_173.36_20m_2024-02-14,ARTC-11,173.36,173.38,2024-02-14
ARTC-11_173.44_20m_2024-02-25,ARTC-11,173.44,173.46,2024-02-25
ARTC-11_173.54_20m_2023-06-28,ARTC-11,173.54,173.56,2023-06-28
ARTC-11_173.58_20m_2024-04-08,ARTC-11,173.58,173.6,2024-04-08
ARTC-11_173.7_20m_2023-10-18,ARTC-11,173.7,173.72,2023-10-18
ARTC-11_173.78_20m_2023-07-27,ARTC-11,173.78,173.8,2023-07-27
ARTC-11_173.78_20m_2023-09-08,ARTC-11,173.78,173.8,2023-09-08
ARTC-11_173.78_20m_2024-02-20,ARTC-11,173.78,173.8,2024-02-20
ARTC-11_173.86_20m_2023-10-27,ARTC-11,173.86,173.88,2023-10-27
ARTC-11_174.02_20m_2023-06-10,ARTC-11,174.02,174.04,2023-06-10
ARTC-11_174.02_20m_2023-11-29,ARTC-11,174.02,174.04,2023-11-29
ARTC-11_174.02_20m_2024-03-30,ARTC-11,174.02,174.04,2024-03-30
ARTC-11_174.04_20m_2023-11-07,ARTC-11,174.04,174.06,2023-11-07
ARTC-11_174.06_20m_2023-08-23,ARTC-11,174.06,174.08,2023-08-23
ARTC-11_174.14_20m_2024-03-26,ARTC-11,174.14,174.16,2024-03-26
ARTC-11_174.18_20m_2024-03-08,ARTC-11,174.18,174.2,2024-03-08
ARTC-11_174.2_20m_2023-06-12,ARTC-11,174.2,174.22,2023-06-12
ARTC-11_174.28_20m_2023-07-14,ARTC-11,174.28,174.3,2023-07-14
ARTC-11_174.3_20m_2023-05-19,ARTC-11,174.3,174.32,2023-05-19
ARTC-11_174.3_20m_2023-06-11,ARTC-11,174.3,174.32,2023-06-11
ARTC-11_174.34_20m_2023-07-09,ARTC-11,174.34,174.36,2023-07-09
ARTC-11_174.38_20m_2023-08-29,ARTC-11,174.38,174.4,2023-08-29
ARTC-11_174.48_20m_2023-08-31,ARTC-11,174.48,174.5,2023-08-31
ARTC-11_174.48_20m_2023-10-01,ARTC-11,174.48,174.5,2023-10-01
ARTC-11_174.48_20m_2024-07-12,ARTC-11,174.48,174.5,2024-07-12
ARTC-11_174.54_20m_2024-03-17,ARTC-11,174.54,174.56,2024-03-17
ARTC-11_174.56_20m_2023-09-02,ARTC-11,174.56,174.58,2023-09-02
ARTC-11_174.62_20m_2023-07-11,ARTC-11,174.62,174.64,2023-07-11
ARTC-11_174.64_20m_2023-05-14,ARTC-11,174.64,174.66,2023-05-14
ARTC-11_174.76_20m_2023-09-07,ARTC-11,174.76,174.78,2023-09-07
ARTC-11_174.8_20m_2023-06-08,ARTC-11,174.8,174.82,2023-06-08
ARTC-11_174.8_20m_2023-09-14,ARTC-11,174.8,174.82,2023-09-14
ARTC-11_174.86_20m_2024-05-09,ARTC-11,174.86,174.88,2024-05-09
ARTC-11_174.9_20m_2023-10-18,ARTC-11,174.9,174.92,2023-10-18
ARTC-11_174.92_20m_2023-12-04,ARTC-11,174.92,174.94,2023-12-04
ARTC-11_174.94_20m_2023-09-17,ARTC-11,174.94,174.96,2023-09-17
ARTC-11_174.98_20m_2023-11-13,ARTC-11,174.98,175,2023-11-13
ARTC-11_175.0_20m_2023-09-25,ARTC-11,175,175.02,2023-09-25
ARTC-11_175.08_20m_2023-10-25,ARTC-11,175.08,175.1,2023-10-25
ARTC-11_175.12_20m_2024-01-25,ARTC-11,175.12,175.14,2024-01-25
ARTC-11_175.2_20m_2023-06-08,ARTC-11,175.2,175.22,2023-06-08
ARTC-11_175.32_20m_2024-07-02,ARTC-11,175.32,175.34,2024-07-02
ARTC-11_175.38_20m_2024-05-19,ARTC-11,175.38,175.4,2024-05-19
ARTC-11_175.42_20m_2023-09-12,ARTC-11,175.42,175.44,2023-09-12
ARTC-11_175.46_20m_2023-11-25,ARTC-11,175.46,175.48,2023-11-25
ARTC-11_175.48_20m_2023-07-30,ARTC-11,175.48,175.5,2023-07-30
ARTC-11_175.5_20m_2023-06-29,ARTC-11,175.5,175.52,2023-06-29
ARTC-11_175.56_20m_2024-02-16,ARTC-11,175.56,175.58,2024-02-16
ARTC-11_175.56_20m_2024-05-25,ARTC-11,175.56,175.58,2024-05-25
ARTC-11_175.56_20m_2024-07-06,ARTC-11,175.56,175.58,2024-07-06
ARTC-11_175.64_20m_2023-12-23,ARTC-11,175.64,175.66,2023-12-23
ARTC-11_175.66_20m_2024-07-22,ARTC-11,175.66,175.68,2024-07-22
ARTC-11_175.7_20m_2023-07-04,ARTC-11,175.7,175.72,2023-07-04
ARTC-11_175.72_20m_2024-07-21,ARTC-11,175.72,175.74,2024-07-21
ARTC-11_175.88_20m_2023-11-29,ARTC-11,175.88,175.9,2023-11-29
ARTC-11_176.0_20m_2023-10-18,ARTC-11,176,176.02,2023-10-18
ARTC-11_176.02_20m_2024-02-02,ARTC-11,176.02,176.04,2024-02-02
ARTC-11_176.02_20m_2024-04-24,ARTC-11,176.02,176.04,2024-04-24
ARTC-11_176.24_20m_2023-05-21,ARTC-11,176.24,176.26,2023-05-21
ARTC-11_176.26_20m_2024-05-18,ARTC-11,176.26,176.28,2024-05-18
ARTC-11_176.32_20m_2024-03-14,ARTC-11,176.32,176.34,2024-03-14
ARTC-11_176.34_20m_2024-03-16,ARTC-11,176.34,176.36,2024-03-16
ARTC-11_176.46_20m_2023-06-26,ARTC-11,176.46,176.48,2023-06-26
ARTC-11_176.46_20m_2023-11-07,ARTC-11,176.46,176.48,2023-11-07
ARTC-11_176.46_20m_2024-01-08,ARTC-11,176.46,176.48,2024-01-08
ARTC-11_176.48_20m_2024-01-28,ARTC-11,176.48,176.5,2024-01-28
ARTC-11_176.5_20m_2023-05-12,ARTC-11,176.5,176.52,2023-05-12
ARTC-11_176.58_20m_2024-03-29,ARTC-11,176.58,176.6,2024-03-29
ARTC-11_176.62_20m_2023-07-14,ARTC-11,176.62,176.64,2023-07-14
ARTC-11_176.64_20m_2023-09-11,ARTC-11,176.64,176.66,2023-09-11
ARTC-11_176.64_20m_2024-04-25,ARTC-11,176.64,176.66,2024-04-25
ARTC-11_176.76_20m_2023-09-29,ARTC-11,176.76,176.78,2023-09-29
ARTC-11_176.82_20m_2023-10-01,ARTC-11,176.82,176.84,2023-10-01
ARTC-11_176.82_20m_2024-02-11,ARTC-11,176.82,176.84,2024-02-11
ARTC-11_176.84_20m_2023-11-20,ARTC-11,176.84,176.86,2023-11-20
ARTC-11_176.84_20m_2024-03-28,ARTC-11,176.84,176.86,2024-03-28
ARTC-11_176.86_20m_2024-05-20,ARTC-11,176.86,176.88,2024-05-20
ARTC-11_176.92_20m_2023-06-26,ARTC-11,176.92,176.94,2023-06-26
ARTC-11_177.02_20m_2024-05-03,ARTC-11,177.02,177.04,2024-05-03
ARTC-11_177.12_20m_2023-12-06,ARTC-11,177.12,177.14,2023-12-06
ARTC-11_177.14_20m_2023-11-17,ARTC-11,177.14,177.16,2023-11-17
ARTC-11_177.24_20m_2024-07-21,ARTC-11,177.24,177.26,2024-07-21
ARTC-11_177.38_20m_2024-03-22,ARTC-11,177.38,177.4,2024-03-22
ARTC-11_177.4_20m_2023-09-12,ARTC-11,177.4,177.42,2023-09-12
ARTC-11_177.42_20m_2023-07-31,ARTC-11,177.42,177.44,2023-07-31
ARTC-11_177.46_20m_2023-10-26,ARTC-11,177.46,177.48,2023-10-26
ARTC-11_177.46_20m_2023-12-17,ARTC-11,177.46,177.48,2023-12-17
ARTC-11_177.48_20m_2023-11-16,ARTC-11,177.48,177.5,2023-11-16
ARTC-11_177.48_20m_2024-01-20,ARTC-11,177.48,177.5,2024-01-20
ARTC-11_177.54_20m_2023-06-13,ARTC-11,177.54,177.56,2023-06-13
ARTC-11_177.58_20m_2024-07-12,ARTC-11,177.58,177.6,2024-07-12
ARTC-11_177.64_20m_2023-09-16,ARTC-11,177.64,177.66,2023-09-16
ARTC-11_177.68_20m_2024-05-25,ARTC-11,177.68,177.7,2024-05-25
ARTC-11_177.76_20m_2023-07-07,ARTC-11,177.76,177.78,2023-07-07
ARTC-11_177.8_20m_2023-08-28,ARTC-11,177.8,177.82,2023-08-28
ARTC-11_177.88_20m_2023-10-19,ARTC-11,177.88,177.9,2023-10-19
ARTC-11_177.9_20m_2024-05-01,ARTC-11,177.9,177.92,2024-05-01
ARTC-11_177.92_20m_2024-03-22,ARTC-11,177.92,177.94,2024-03-22
ARTC-11_178.08_20m_2023-09-24,ARTC-11,178.08,178.1,2023-09-24
ARTC-11_178.08_20m_2023-10-01,ARTC-11,178.08,178.1,2023-10-01
ARTC-11_178.1_20m_2023-08-24,ARTC-11,178.1,178.12,2023-08-24
ARTC-11_178.12_20m_2023-11-19,ARTC-11,178.12,178.14,2023-11-19
ARTC-11_178.22_20m_2024-05-31,ARTC-11,178.22,178.24,2024-05-31
ARTC-11_178.24_20m_2023-07-29,ARTC-11,178.24,178.26,2023-07-29
ARTC-11_178.26_20m_2024-05-09,ARTC-11,178.26,178.28,2024-05-09
ARTC-11_178.4_20m_2023-09-02,ARTC-11,178.4,178.42,2023-09-02
ARTC-11_178.4_20m_2023-09-07,ARTC-11,178.4,178.42,2023-09-07
ARTC-11_178.4_20m_2024-04-11,ARTC-11,178.4,178.42,2024-04-11
ARTC-11_178.46_20m_2023-07-11,ARTC-11,178.46,178.48,2023-07-11
ARTC-11_178.54_20m_2023-05-21,ARTC-11,178.54,178.56,2023-05-21
ARTC-11_178.58_20m_2023-08-04,ARTC-11,178.58,178.6,2023-08-04
ARTC-11_178.66_20m_2024-06-08,ARTC-11,178.66,178.68,2024-06-08
ARTC-11_178.66_20m_2024-07-06,ARTC-11,178.66,178.68,2024-07-06
ARTC-11_178.72_20m_2023-12-18,ARTC-11,178.72,178.74,2023-12-18
ARTC-11_178.72_20m_2024-06-08,ARTC-11,178.72,178.74,2024-06-08
ARTC-11_178.96_20m_2023-10-24,ARTC-11,178.96,178.98,2023-10-24
ARTC-11_179.04_20m_2023-12-14,ARTC-11,179.04,179.06,2023-12-14
ARTC-11_179.1_20m_2024-03-03,ARTC-11,179.1,179.12,2024-03-03
ARTC-11_179.12_20m_2023-05-15,ARTC-11,179.12,179.14,2023-05-15
ARTC-11_179.24_20m_2023-06-04,ARTC-11,179.24,179.26,2023-06-04
ARTC-11_179.24_20m_2024-06-04,ARTC-11,179.24,179.26,2024-06-04
ARTC-11_179.44_20m_2023-10-03,ARTC-11,179.44,179.46,2023-10-03
ARTC-11_179.46_20m_2024-04-30,ARTC-11,179.46,179.48,2024-04-30
ARTC-11_179.56_20m_2023-08-09,ARTC-11,179.56,179.58,2023-08-09
ARTC-11_179.62_20m_2024-06-24,ARTC-11,179.62,179.64,2024-06-24
ARTC-11_179.64_20m_2023-11-20,ARTC-11,179.64,179.66,2023-11-20
ARTC-11_179.66_20m_2024-04-22,ARTC-11,179.66,179.68,2024-04-22
ARTC-11_179.68_20m_2024-01-05,ARTC-11,179.68,179.7,2024-01-05
ARTC-11_179.7_20m_2023-05-10,ARTC-11,179.7,179.72,2023-05-10
ARTC-11_179.74_20m_2023-07-25,ARTC-11,179.74,179.76,2023-07-25
ARTC-11_179.76_20m_2024-02-22,ARTC-11,179.76,179.78,2024-02-22
ARTC-11_179.88_20m_2024-03-27,ARTC-11,179.88,179.9,2024-03-27
ARTC-11_179.9_20m_2023-08-22,ARTC-11,179.9,179.92,2023-08-22
ARTC-11_179.94_20m_2024-07-03,ARTC-11,179.94,179.96,2024-07-03
ARTC-11_179.96_20m_2023-06-18,ARTC-11,179.96,179.98,2023-06-18
