BaseCode,SectionBreakStartKM,break_date,last_fail_if_available_otherwise_null,r_date,rul,p_key,partition_col,target
ARTC-10,213.96,2016-05-30,null,2016-02-21,100,ARTC-10_213.96_20m_2016-02-21,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-02-22,99,ARTC-10_213.96_20m_2016-02-22,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-02-23,98,ARTC-10_213.96_20m_2016-02-23,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-02-24,97,ARTC-10_213.96_20m_2016-02-24,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-02-25,96,ARTC-10_213.96_20m_2016-02-25,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-02-26,95,ARTC-10_213.96_20m_2016-02-26,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-02-27,94,ARTC-10_213.96_20m_2016-02-27,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-02-28,93,ARTC-10_213.96_20m_2016-02-28,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-02-29,92,ARTC-10_213.96_20m_2016-02-29,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-01,91,ARTC-10_213.96_20m_2016-03-01,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-02,90,ARTC-10_213.96_20m_2016-03-02,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-03,89,ARTC-10_213.96_20m_2016-03-03,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-04,88,ARTC-10_213.96_20m_2016-03-04,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-05,87,ARTC-10_213.96_20m_2016-03-05,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-06,86,ARTC-10_213.96_20m_2016-03-06,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-07,85,ARTC-10_213.96_20m_2016-03-07,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-08,84,ARTC-10_213.96_20m_2016-03-08,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-09,83,ARTC-10_213.96_20m_2016-03-09,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-10,82,ARTC-10_213.96_20m_2016-03-10,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-11,81,ARTC-10_213.96_20m_2016-03-11,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-12,80,ARTC-10_213.96_20m_2016-03-12,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-13,79,ARTC-10_213.96_20m_2016-03-13,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-14,78,ARTC-10_213.96_20m_2016-03-14,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-15,77,ARTC-10_213.96_20m_2016-03-15,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-16,76,ARTC-10_213.96_20m_2016-03-16,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-17,75,ARTC-10_213.96_20m_2016-03-17,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-18,74,ARTC-10_213.96_20m_2016-03-18,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-19,73,ARTC-10_213.96_20m_2016-03-19,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-20,72,ARTC-10_213.96_20m_2016-03-20,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-21,71,ARTC-10_213.96_20m_2016-03-21,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-22,70,ARTC-10_213.96_20m_2016-03-22,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-23,69,ARTC-10_213.96_20m_2016-03-23,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-24,68,ARTC-10_213.96_20m_2016-03-24,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-25,67,ARTC-10_213.96_20m_2016-03-25,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-26,66,ARTC-10_213.96_20m_2016-03-26,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-27,65,ARTC-10_213.96_20m_2016-03-27,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-28,64,ARTC-10_213.96_20m_2016-03-28,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-29,63,ARTC-10_213.96_20m_2016-03-29,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-30,62,ARTC-10_213.96_20m_2016-03-30,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-03-31,61,ARTC-10_213.96_20m_2016-03-31,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-01,60,ARTC-10_213.96_20m_2016-04-01,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-02,59,ARTC-10_213.96_20m_2016-04-02,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-03,58,ARTC-10_213.96_20m_2016-04-03,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-04,57,ARTC-10_213.96_20m_2016-04-04,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-05,56,ARTC-10_213.96_20m_2016-04-05,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-06,55,ARTC-10_213.96_20m_2016-04-06,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-07,54,ARTC-10_213.96_20m_2016-04-07,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-08,53,ARTC-10_213.96_20m_2016-04-08,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-09,52,ARTC-10_213.96_20m_2016-04-09,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-10,51,ARTC-10_213.96_20m_2016-04-10,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-11,50,ARTC-10_213.96_20m_2016-04-11,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-12,49,ARTC-10_213.96_20m_2016-04-12,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-13,48,ARTC-10_213.96_20m_2016-04-13,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-14,47,ARTC-10_213.96_20m_2016-04-14,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-15,46,ARTC-10_213.96_20m_2016-04-15,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-16,45,ARTC-10_213.96_20m_2016-04-16,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-17,44,ARTC-10_213.96_20m_2016-04-17,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-18,43,ARTC-10_213.96_20m_2016-04-18,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-19,42,ARTC-10_213.96_20m_2016-04-19,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-20,41,ARTC-10_213.96_20m_2016-04-20,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-21,40,ARTC-10_213.96_20m_2016-04-21,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-22,39,ARTC-10_213.96_20m_2016-04-22,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-23,38,ARTC-10_213.96_20m_2016-04-23,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-24,37,ARTC-10_213.96_20m_2016-04-24,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-25,36,ARTC-10_213.96_20m_2016-04-25,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-26,35,ARTC-10_213.96_20m_2016-04-26,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-27,34,ARTC-10_213.96_20m_2016-04-27,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-28,33,ARTC-10_213.96_20m_2016-04-28,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-29,32,ARTC-10_213.96_20m_2016-04-29,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-04-30,31,ARTC-10_213.96_20m_2016-04-30,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-05-01,30,ARTC-10_213.96_20m_2016-05-01,ARTC-10_213.96,0
ARTC-10,213.96,2016-05-30,null,2016-05-02,29,ARTC-10_213.96_20m_2016-05-02,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-03,28,ARTC-10_213.96_20m_2016-05-03,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-04,27,ARTC-10_213.96_20m_2016-05-04,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-05,26,ARTC-10_213.96_20m_2016-05-05,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-06,25,ARTC-10_213.96_20m_2016-05-06,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-07,24,ARTC-10_213.96_20m_2016-05-07,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-08,23,ARTC-10_213.96_20m_2016-05-08,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-09,22,ARTC-10_213.96_20m_2016-05-09,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-10,21,ARTC-10_213.96_20m_2016-05-10,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-11,20,ARTC-10_213.96_20m_2016-05-11,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-12,19,ARTC-10_213.96_20m_2016-05-12,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-13,18,ARTC-10_213.96_20m_2016-05-13,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-14,17,ARTC-10_213.96_20m_2016-05-14,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-15,16,ARTC-10_213.96_20m_2016-05-15,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-16,15,ARTC-10_213.96_20m_2016-05-16,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-17,14,ARTC-10_213.96_20m_2016-05-17,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-18,13,ARTC-10_213.96_20m_2016-05-18,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-19,12,ARTC-10_213.96_20m_2016-05-19,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-20,11,ARTC-10_213.96_20m_2016-05-20,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-21,10,ARTC-10_213.96_20m_2016-05-21,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-22,9,ARTC-10_213.96_20m_2016-05-22,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-23,8,ARTC-10_213.96_20m_2016-05-23,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-24,7,ARTC-10_213.96_20m_2016-05-24,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-25,6,ARTC-10_213.96_20m_2016-05-25,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-26,5,ARTC-10_213.96_20m_2016-05-26,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-27,4,ARTC-10_213.96_20m_2016-05-27,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-28,3,ARTC-10_213.96_20m_2016-05-28,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-29,2,ARTC-10_213.96_20m_2016-05-29,ARTC-10_213.96,1
ARTC-10,213.96,2016-05-30,null,2016-05-30,1,ARTC-10_213.96_20m_2016-05-30,ARTC-10_213.96,1
ARTC-10,225.8,2017-09-05,null,2017-05-17,112,ARTC-10_225.8_20m_2017-05-17,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-18,111,ARTC-10_225.8_20m_2017-05-18,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-19,110,ARTC-10_225.8_20m_2017-05-19,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-20,109,ARTC-10_225.8_20m_2017-05-20,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-21,108,ARTC-10_225.8_20m_2017-05-21,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-22,107,ARTC-10_225.8_20m_2017-05-22,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-23,106,ARTC-10_225.8_20m_2017-05-23,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-24,105,ARTC-10_225.8_20m_2017-05-24,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-25,104,ARTC-10_225.8_20m_2017-05-25,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-26,103,ARTC-10_225.8_20m_2017-05-26,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-27,102,ARTC-10_225.8_20m_2017-05-27,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-28,101,ARTC-10_225.8_20m_2017-05-28,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-29,100,ARTC-10_225.8_20m_2017-05-29,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-30,99,ARTC-10_225.8_20m_2017-05-30,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-05-31,98,ARTC-10_225.8_20m_2017-05-31,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-01,97,ARTC-10_225.8_20m_2017-06-01,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-02,96,ARTC-10_225.8_20m_2017-06-02,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-03,95,ARTC-10_225.8_20m_2017-06-03,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-04,94,ARTC-10_225.8_20m_2017-06-04,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-05,93,ARTC-10_225.8_20m_2017-06-05,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-06,92,ARTC-10_225.8_20m_2017-06-06,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-07,91,ARTC-10_225.8_20m_2017-06-07,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-08,90,ARTC-10_225.8_20m_2017-06-08,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-09,89,ARTC-10_225.8_20m_2017-06-09,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-10,88,ARTC-10_225.8_20m_2017-06-10,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-11,87,ARTC-10_225.8_20m_2017-06-11,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-12,86,ARTC-10_225.8_20m_2017-06-12,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-13,85,ARTC-10_225.8_20m_2017-06-13,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-14,84,ARTC-10_225.8_20m_2017-06-14,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-15,83,ARTC-10_225.8_20m_2017-06-15,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-16,82,ARTC-10_225.8_20m_2017-06-16,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-17,81,ARTC-10_225.8_20m_2017-06-17,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-18,80,ARTC-10_225.8_20m_2017-06-18,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-19,79,ARTC-10_225.8_20m_2017-06-19,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-20,78,ARTC-10_225.8_20m_2017-06-20,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-21,77,ARTC-10_225.8_20m_2017-06-21,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-22,76,ARTC-10_225.8_20m_2017-06-22,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-23,75,ARTC-10_225.8_20m_2017-06-23,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-24,74,ARTC-10_225.8_20m_2017-06-24,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-25,73,ARTC-10_225.8_20m_2017-06-25,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-26,72,ARTC-10_225.8_20m_2017-06-26,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-27,71,ARTC-10_225.8_20m_2017-06-27,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-28,70,ARTC-10_225.8_20m_2017-06-28,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-29,69,ARTC-10_225.8_20m_2017-06-29,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-06-30,68,ARTC-10_225.8_20m_2017-06-30,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-01,67,ARTC-10_225.8_20m_2017-07-01,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-02,66,ARTC-10_225.8_20m_2017-07-02,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-03,65,ARTC-10_225.8_20m_2017-07-03,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-04,64,ARTC-10_225.8_20m_2017-07-04,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-05,63,ARTC-10_225.8_20m_2017-07-05,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-06,62,ARTC-10_225.8_20m_2017-07-06,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-07,61,ARTC-10_225.8_20m_2017-07-07,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-08,60,ARTC-10_225.8_20m_2017-07-08,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-09,59,ARTC-10_225.8_20m_2017-07-09,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-10,58,ARTC-10_225.8_20m_2017-07-10,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-11,57,ARTC-10_225.8_20m_2017-07-11,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-12,56,ARTC-10_225.8_20m_2017-07-12,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-13,55,ARTC-10_225.8_20m_2017-07-13,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-14,54,ARTC-10_225.8_20m_2017-07-14,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-15,53,ARTC-10_225.8_20m_2017-07-15,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-16,52,ARTC-10_225.8_20m_2017-07-16,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-17,51,ARTC-10_225.8_20m_2017-07-17,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-18,50,ARTC-10_225.8_20m_2017-07-18,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-19,49,ARTC-10_225.8_20m_2017-07-19,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-20,48,ARTC-10_225.8_20m_2017-07-20,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-21,47,ARTC-10_225.8_20m_2017-07-21,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-22,46,ARTC-10_225.8_20m_2017-07-22,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-23,45,ARTC-10_225.8_20m_2017-07-23,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-24,44,ARTC-10_225.8_20m_2017-07-24,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-25,43,ARTC-10_225.8_20m_2017-07-25,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-26,42,ARTC-10_225.8_20m_2017-07-26,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-27,41,ARTC-10_225.8_20m_2017-07-27,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-28,40,ARTC-10_225.8_20m_2017-07-28,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-29,39,ARTC-10_225.8_20m_2017-07-29,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-30,38,ARTC-10_225.8_20m_2017-07-30,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-07-31,37,ARTC-10_225.8_20m_2017-07-31,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-08-01,36,ARTC-10_225.8_20m_2017-08-01,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-08-02,35,ARTC-10_225.8_20m_2017-08-02,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-08-03,34,ARTC-10_225.8_20m_2017-08-03,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-08-04,33,ARTC-10_225.8_20m_2017-08-04,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-08-05,32,ARTC-10_225.8_20m_2017-08-05,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-08-06,31,ARTC-10_225.8_20m_2017-08-06,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-08-07,30,ARTC-10_225.8_20m_2017-08-07,ARTC-10_225.8,0
ARTC-10,225.8,2017-09-05,null,2017-08-08,29,ARTC-10_225.8_20m_2017-08-08,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-09,28,ARTC-10_225.8_20m_2017-08-09,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-10,27,ARTC-10_225.8_20m_2017-08-10,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-11,26,ARTC-10_225.8_20m_2017-08-11,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-12,25,ARTC-10_225.8_20m_2017-08-12,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-13,24,ARTC-10_225.8_20m_2017-08-13,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-14,23,ARTC-10_225.8_20m_2017-08-14,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-15,22,ARTC-10_225.8_20m_2017-08-15,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-16,21,ARTC-10_225.8_20m_2017-08-16,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-17,20,ARTC-10_225.8_20m_2017-08-17,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-18,19,ARTC-10_225.8_20m_2017-08-18,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-19,18,ARTC-10_225.8_20m_2017-08-19,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-20,17,ARTC-10_225.8_20m_2017-08-20,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-21,16,ARTC-10_225.8_20m_2017-08-21,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-22,15,ARTC-10_225.8_20m_2017-08-22,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-23,14,ARTC-10_225.8_20m_2017-08-23,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-24,13,ARTC-10_225.8_20m_2017-08-24,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-25,12,ARTC-10_225.8_20m_2017-08-25,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-26,11,ARTC-10_225.8_20m_2017-08-26,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-27,10,ARTC-10_225.8_20m_2017-08-27,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-28,9,ARTC-10_225.8_20m_2017-08-28,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-29,8,ARTC-10_225.8_20m_2017-08-29,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-30,7,ARTC-10_225.8_20m_2017-08-30,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-08-31,6,ARTC-10_225.8_20m_2017-08-31,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-09-01,5,ARTC-10_225.8_20m_2017-09-01,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-09-02,4,ARTC-10_225.8_20m_2017-09-02,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-09-03,3,ARTC-10_225.8_20m_2017-09-03,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-09-04,2,ARTC-10_225.8_20m_2017-09-04,ARTC-10_225.8,1
ARTC-10,225.8,2017-09-05,null,2017-09-05,1,ARTC-10_225.8_20m_2017-09-05,ARTC-10_225.8,1
ARTC-10,227.35,2021-08-26,null,2021-05-07,112,ARTC-10_227.35_20m_2021-05-07,ARTC-10_227.35,0
ARTC-10,227.35,2021-08-26,null,2021-05-08,111,ARTC-10_227.35_20m_2021-05-08,ARTC-10_227.35,0
ARTC-10,227.35,2021-08-26,null,2021-05-09,110,ARTC-10_227.35_20m_2021-05-09,ARTC-10_227.35,0
ARTC-10,227.35,2021-08-26,null,2021-05-10,109,ARTC-10_227.35_20m_2021-05-10,ARTC-10_227.35,0
ARTC-10,227.35,2021-08-26,null,2021-05-11,108,ARTC-10_227.35_20m_2021-05-11,ARTC-10_227.35,0
ARTC-10,227.35,2021-08-26,null,2021-05-12,107,ARTC-10_227.35_20m_2021-05-12,ARTC-10_227.35,0
ARTC-10,227.35,2021-08-26,null,2021-05-13,106,ARTC-10_227.35_20m_2021-05-13,ARTC-10_227.35,0
ARTC-10,227.35,2021-08-26,null,2021-05-14,105,ARTC-10_227.35_20m_2021-05-14,ARTC-10_227.35,0
ARTC-10,227.35,2021-08-26,null,2021-05-15,104,ARTC-10_227.35_20m_2021-05-15,ARTC-10_227.35,0
