BaseCode,SectionBreakStartKM,SectionBreakFinishKM,KMLocation,Twist14m,BounceFrt,BounceRr,BodyRockFrt,BodyRockRr,LP1,LP2,LP3,LP4,Speed,BrakeCylinder,IntrainForce,Acc1,Acc2,Acc3,Acc4,Twist2m,Acc1_RMS,Acc2_RMS,Acc3_RMS,Acc4_RMS,Rail_Pro_L,Rail_Pro_R,SND,VACC,VACC_L,VACC_R,Curvature,Track_Offset,ICWVehicle,FileLoadStatus,RecordingDateTime,RecordingDate,SND_L,SND_R
ARTC-12,193.42,193.44,193.4399,-15.2373405,-0.861223247,0.141814082,1.32756353,-0.0950822462,-0.197441483,0.0942729586,0.189355205,-1.52500501,36.756,0.529498811,-13.4395722,0.21966635,0.347062962,0.480369153,0.353657246,3.47781178,0.0230774176,0.0338887169,0.0490216255,0.0181662093,-4.24953358,1.1738664,1.52500501,0.480369153,0.480369153,0.347062962,0.000016570096,-0.12516108,ARTC05,Loaded,2019-10-01T21:10:00Z,2019-10-01,0.189355205,0.0942729586
ARTC-12,193.42,193.44,193.4399,-13.2191255,-0.507624725,0.174895252,2.24035942,0.665079158,0.612554987,0.507434831,-0.157644327,-1.62780444,40.787,0.806107839,-16.7148414,0.144248716,0.615719228,0.409687335,0.305730909,3.20366632,0.026633532,0.0594484223,0.104068264,0.0878282023,-3.34114091,1.18573238,1.62780444,0.615719228,0.409687335,0.615719228,0.000442597012,-0.195914355,ARTC04,Loaded,2019-10-01T12:29:00Z,2019-10-01,-0.157644327,0.612554987
ARTC-12,193.42,193.44,193.4389,-13.4921053,-1.09316122,-0.83938892,0.877647009,-3.56383653,-0.654337716,-2.62130718,0.942529343,-1.53198473,36.756,0.5371884,-12.0750922,0.239175257,0.330273169,0.464733731,0.287304656,2.79146953,0.0215201386,0.0248629859,0.0600578405,0.0271406997,-6.94380623,-2.29808343,2.62130718,0.464733731,0.464733731,0.330273169,-0.000144467011,-0.0543221651,ARTC05,Loaded,2019-10-01T21:10:00Z,2019-10-01,0.942529343,-0.654337716
ARTC-12,193.42,193.44,193.4389,-14.1069296,-1.02870452,-0.505683721,1.95496315,-1.0311305,-0.0512229488,-1.02124897,0.00988152775,-2.00618609,40.787,0.819065935,-15.7275058,0.163545737,0.247552437,0.257739206,0.217599041,3.28298527,0.0273409505,0.0796503088,0.107442125,0.0920907352,-5.28072083,-0.194446167,2.00618609,0.257739206,0.257739206,0.247552437,0.000217045563,-0.198832624,ARTC04,Loaded,2019-10-01T12:29:00Z,2019-10-01,0.00988152775,-0.0512229488
ARTC-12,193.42,193.44,193.44,1.122744,-1.20911597,null,0.844143148,null,-0.787044401,null,0.686991838,-1.63118755,38.094,0.0218045269,-17.5799965,0.110622861,0.0698762956,0.066558633,0.202799712,1.1842505,0.0383216527,0.0601542015,0.0583887137,0.0517464716,8.24926299,4.80896733,1.63118755,0.202799712,0.110622861,0.202799712,-0.00180520725,1.32397383,ARTC02,Loaded,2020-08-25T13:00:00Z,2020-08-25,0.686991838,-0.787044401
ARTC-12,193.42,193.44,193.44,2.85364906,-0.727900963,0.150987557,3.34676159,2.09266332,0.945479832,1.19731922,-0.895344105,-2.40128176,34.296,0.790302899,-17.703533,0.207826438,0.83085849,0.162328583,0.117947783,3.98109028,0.00441166959,0.0570812851,0.0280885475,0.00784644755,-5.35356018,3.00733152,2.40128176,0.83085849,0.162328583,0.83085849,-0.000861449911,-0.5994989070000001,ARTC04,Loaded,2020-08-25T00:09:00Z,2020-08-25,-0.895344105,1.19731922
ARTC-12,193.42,193.44,193.4399,3.81602631,-1.28765659,1.22151965,3.78630983,2.74080151,0.605498331,2.5919204,-0.148881108,-3.1808115,31.317,0.0175403827,-16.8835088,0.27599652,0.633708463,0.243119091,0.207702125,5.60695083,0.0351377474,0.137011536,0.106547455,0.0810412666,8.26406326,3.78641266,3.1808115,0.633708463,0.243119091,0.633708463,-0.000640482953,0.584116417,ARTC04,Loaded,2020-08-25T15:14:00Z,2020-08-25,-0.148881108,2.5919204
ARTC-12,193.42,193.44,193.439,1.80099979,0.0141361586,null,-3.24223003,null,-1.60697885,null,1.93041678,1.63525117,38.094,0.0239750032,-18.491757,0.136281366,0.0607333819,0.0478908446,0.16467837,3.33159374,0.0425139387,0.0670767432,0.0485707956,0.0534850223,5.38342424,3.40076584,1.93041678,0.16467837,0.136281366,0.16467837,-0.000351581807,1.31797468,ARTC02,Loaded,2020-08-25T13:00:00Z,2020-08-25,1.93041678,-1.60697885
ARTC-12,193.42,193.44,193.4394,3.6547636,-0.0684379319,1.06749743,-0.13962002,1.44865784,-0.138247942,1.79182635,0.34316851,0.00137207797,24.384,6.58684763,-9.04244897,0.118409182,0.158485298,0.123574616,0.115656276,1.4832396,0.0119287632,0.0423966552,0.0259105384,0.0513376848,7.31298077,3.38790389,1.79182635,0.158485298,0.123574616,0.158485298,-0.000035036802,-0.708283298,ARTC04,Loaded,2020-10-25T08:04:00Z,2020-10-25,0.34316851,1.79182635
ARTC-12,193.42,193.44,193.4384,3.84276054,0.298077895,1.06135426,-1.20517517,1.27126069,-0.30450969,1.6969846,0.425723914,0.900665481,24.375,6.54488407,-8.64704372,0.120358443,0.154579347,0.109921877,0.385320886,3.05431014,0.0119914019,0.0306646551,0.018454682,0.0937292111,9.2348681,1.52347454,1.6969846,0.385320886,0.385320886,0.154579347,0.000152369585,-0.708926509,ARTC04,Loaded,2020-10-25T08:04:00Z,2020-10-25,0.900665481,1.6969846
ARTC-12,193.42,193.44,193.4374,1.08458159,0.718205609,0.518983112,-2.09724366,2.00113467,-0.330416223,1.51955045,-0.481584223,1.76682744,24.366,6.4879259,-8.44934008,0.208073777,0.154579347,0.109921877,0.645214598,3.51015389,0.0151479677,0.0306646551,0.018454682,0.0488803318,9.41318788,0.11301089,1.76682744,0.645214598,0.645214598,0.208073777,0.000055544319,-0.709569719,ARTC04,Loaded,2020-10-25T08:04:00Z,2020-10-25,1.76682744,1.51955045
ARTC-12,193.42,193.44,193.4364,-3.25079295,0.789836061,0.10675038,-2.2831952,2.41532627,-0.35176154,1.31441352,-1.10091276,1.93143366,24.357,6.59969374,-8.25163746,0.145699006,0.109660627,0.0923682499,0.402909528,3.01999914,0.0123227981,0.0405498829,0.0165782072,0.0378976435,7.06472792,-1.61467389,1.93143366,0.402909528,0.402909528,0.145699006,0.000094633955,-0.71021293,ARTC04,Loaded,2020-10-25T08:04:00Z,2020-10-25,1.93143366,1.31441352
ARTC-12,193.42,193.44,193.4399,6.46415181,0.868308658,0.931313677,-3.23071384,2.75061063,-0.747048263,2.30661899,-0.443991639,2.48366558,21.08,-0.0415171212,-15.8015313,0.196926837,0.293377187,null,0.497270753,1.98893304,0.0365336156,0.117880993,null,0.116121235,4.58253574,6.38077647,2.48366558,0.497270753,0.497270753,0.293377187,0.00008910217,1.71773295,ARTC04,Loaded,2020-11-14T09:45:00Z,2020-11-14,2.48366558,2.30661899
ARTC-12,193.42,193.44,193.4399,10.1904602,-0.363359045,null,0.466730059,null,-0.129994015,null,-0.0229850476,-0.596724074,24.153,0.173380882,-13.7192029,0.205146297,0.138667828,0.133769739,0.195239445,2.43688431,0.00625746181,-0.0132321418,-0.0196661799,-0.031084726,1.9838407,3.21402906,0.596724074,0.205146297,0.205146297,0.195239445,0.000066136474,1.37385473,ARTC02,Loaded,2020-11-14T21:39:00Z,2020-11-14,-0.0229850476,-0.129994015
ARTC-12,193.42,193.44,193.4389,7.73273598,1.0664773,-0.545734272,-3.75634906,5.35938639,-0.811697233,2.13395892,-3.22542747,2.94465182,21.082,-0.0449275014,-15.406126,0.236495072,0.23791134,null,0.669609275,3.4951889,0.0340434318,0.117509904,null,0.113072164,10.0004682,4.53360123,3.22542747,0.669609275,0.669609275,0.23791134,0.000260124789,1.71555144,ARTC04,Loaded,2020-11-14T09:45:00Z,2020-11-14,2.94465182,2.13395892
ARTC-12,193.42,193.44,193.4389,10.146931,-0.179015973,null,0.51601853,null,0.0789932919,null,-0.0592917605,-0.437025238,24.153,0.107965555,-12.8089046,0.156550705,0.1863278,0.119379968,0.121720138,3.31903266,0.00625479222,-0.0228371888,-0.0267046747,-0.0344593111,6.61441862,4.21242328,0.437025238,0.1863278,0.1863278,0.121720138,-0.000277515212,1.37242693,ARTC02,Loaded,2020-11-14T21:39:00Z,2020-11-14,-0.0592917605,0.0789932919
ARTC-12,193.42,193.44,193.44,null,null,0.247697546,null,-0.64286501,-0.0114756025,-0.0737349591,0.569130051,null,6.038,4.97137753,-3.94016598,0.112434339,0.0264544807,0.0188848512,0.0989079429,null,-0.0938974935,-0.0773742195,-0.0677476761,-0.0720892327,null,null,0.569130051,0.112434339,0.0989079429,0.112434339,null,-0.381730141,ARTC05,Loaded,2021-03-26T18:33:00Z,2021-03-26,0.569130051,-0.0114756025
ARTC-12,193.42,193.44,193.439,null,null,0.215301293,null,-0.51053693,0.0748342518,-0.0399671713,0.470569758,null,6.005,4.97137755,-4.52475356,0.126679835,0.0145383615,0.0362748243,0.14418695,null,-0.095476093,-0.0773017094,-0.0669696933,-0.0768229318,null,null,0.470569758,0.14418695,0.14418695,0.126679835,null,-0.37711139,ARTC05,Loaded,2021-03-26T18:33:00Z,2021-03-26,0.470569758,0.0748342518
ARTC-12,193.42,193.44,193.438,null,null,-0.290995571,null,1.10832312,0.0725845206,0.263165988,-0.84515713,null,5.957,4.97137753,-5.10934239,0.0396487018,0.0239150796,0.0309995273,0.0202560209,null,-0.0953511923,-0.0763120671,-0.0663465562,-0.0751520401,null,null,0.84515713,0.0396487018,0.0309995273,0.0396487018,null,-0.372203008,ARTC05,Loaded,2021-03-26T18:33:00Z,2021-03-26,-0.84515713,0.263165988
ARTC-12,193.42,193.44,193.437,null,null,-0.451415996,null,0.991979642,-0.118521934,0.0445738252,-0.947405817,null,5.888,4.96359871,-6.08365481,0.0236471396,0.0321196646,0.0268959261,0.0184993408,null,-0.0962558703,-0.0785984362,-0.0662568224,-0.0751334181,null,null,0.947405817,0.0321196646,0.0268959261,0.0321196646,null,-0.367294626,ARTC05,Loaded,2021-03-26T18:33:00Z,2021-03-26,-0.947405817,0.0445738252
ARTC-12,193.42,193.44,193.44,-5.32563075,1.36592397,0.104668002,-5.68332602,-2.8158689,-1.47573904,-1.30326645,1.51260245,4.20758698,42.772,0.0740862074,-16.375217,0.401523752,0.311358493,0.278019708,0.42554737,3.76994253,0.0143464546,0.00571184652,0.00548622202,0.00948959006,-2.45537786,-6.85723226,4.20758698,0.42554737,0.401523752,0.42554737,-0.000354478289,0.013829826,ARTC02,Loaded,2021-06-22T08:54:00Z,2021-06-22,4.20758698,-1.30326645
ARTC-12,193.42,193.44,193.4399,null,0.100205791,0.626530233,0.00281731035,-0.868105241,0.101614446,0.192477613,1.06058285,0.0987971361,14.941,0.282016279,0.886273648,0.109671627,null,null,0.152864643,null,0.0473173836,null,null,0.0486042665,null,null,1.06058285,0.152864643,0.152864643,0.109671627,null,0.571625422,ARTC04,Loaded,2021-06-22T15:28:00Z,2021-06-22,1.06058285,0.192477613
ARTC-12,193.42,193.44,193.4394,-4.58158986,0.230440752,1.44150207,3.2799784,4.52710441,1.87042995,3.70505427,-0.822050138,-1.40954845,48.341,0.881413164,-16.7466483,0.774998514,0.366596107,null,0.400750922,0.0371198311,0.101910719,0.0105193678,null,0.0190820729,-4.22610838,-3.05901238,3.70505427,0.774998514,0.400750922,0.774998514,-0.000931283099,0.0283552135,ARTC04,Loaded,2021-06-22T02:50:00Z,2021-06-22,-0.822050138,3.70505427
ARTC-12,193.42,193.44,193.439,-7.36358101,1.36592397,0.104668002,-5.68332602,-2.8158689,-1.47573904,-1.30326645,1.51260245,4.20758698,42.772,0.0688862842,-16.375217,0.344180934,0.325555792,0.263050463,0.3730334,3.93780071,0.0216654747,0.0021097255,0.0173307029,0.0126900503,-3.48817341,-4.77437606,4.20758698,0.3730334,0.344180934,0.3730334,0.000177560012,0.00475304826,ARTC02,Loaded,2021-06-22T08:54:00Z,2021-06-22,4.20758698,-1.30326645
ARTC-12,193.42,193.44,193.4399,-9.33754979,1.39853968,-0.183474264,-5.96069514,-1.84625719,-1.58180788,-1.10660286,0.739654329,4.37888725,35.388,0.0930905735,-20.5375772,0.256709184,0.131165487,0.156027316,0.138261243,3.61176159,-0.00445032489,-0.0456754544,-0.0265731128,-0.0318190889,-4.61746989,-5.7530858,4.37888725,0.256709184,0.256709184,0.156027316,-0.000214201604,-0.222606355,ARTC02,Loaded,2022-03-27T20:52:00Z,2022-03-27,4.37888725,-1.10660286
ARTC-12,193.42,193.44,193.4399,-9.08349556,-0.758202542,-0.475580926,2.98434198,3.32029464,0.73396845,1.18456639,-2.13572824,-2.25037353,38.408,0.437703756,-37.3077281,0.205467787,null,null,0.300602521,3.8460844,0.0485374223,null,null,0.169769692,-4.63145096,-3.31475962,2.25037353,0.300602521,0.300602521,0.205467787,-0.000536760487,-0.101482654,ARTC04,Loaded,2022-03-27T19:16:00Z,2022-03-27,-2.13572824,1.18456639
ARTC-12,193.42,193.44,193.4399,-9.01662614,-0.408133518,1.91475625,5.70368675,9.23452764,2.44370986,6.53202007,-2.70250757,-3.25997689,35.691,-24.7958036,-0.201732939,0.325587088,0.280935278,0.262177387,0.188843318,3.02732167,0.102711529,-0.0364593619,-0.0351645634,0.231073666,-3.9123259,-5.08729985,6.53202007,0.325587088,0.262177387,0.325587088,-0.000076559099,-0.00911837077,ARTC05,Loaded,2022-03-27T11:52:00Z,2022-03-27,-2.70250757,6.53202007
ARTC-12,193.42,193.44,193.4399,-12.7155029,-0.851217324,-1.30596308,3.0870814,5.51216171,0.692323375,1.45011777,-4.06204394,-2.39475802,40.1,0.842491304,-51.9253199,0.21890662,null,null,0.210056876,2.75833242,0.0371735549,null,null,0.223467212,-3.83585941,-2.87344305,4.06204394,0.21890662,0.210056876,0.21890662,-0.000474839394,0.125010682,ARTC04,Loaded,2022-03-27T02:03:00Z,2022-03-27,-2.39475802,1.45011777
ARTC-12,193.42,193.44,193.4399,null,null,-0.0855509114,null,0.405980403,-0.0224538613,0.11743929,-0.288541113,null,14.324,-24.8138388,18.562201,0.0969319309,0.409763753,0.0959448545,0.103062565,null,-0.0681282884,-0.0536551779,-0.0617194757,-0.063106027,null,null,0.288541113,0.409763753,0.103062565,0.409763753,null,0.333021083,ARTC05,Loaded,2022-04-22T12:18:00Z,2022-04-22,-0.288541113,0.11743929
ARTC-12,193.42,193.44,193.4389,null,null,-0.311176267,null,0.802690218,-0.0508318529,0.0901688427,-0.712521376,null,14.369,-24.8138388,18.1693365,0.0793695478,0.149953471,0.0529571608,0.124921249,null,-0.0706022686,-0.0541172612,-0.0614125127,-0.0629672408,null,null,0.712521376,0.149953471,0.124921249,0.149953471,null,0.440997064,ARTC05,Loaded,2022-04-22T12:18:00Z,2022-04-22,-0.712521376,0.0901688427
ARTC-12,193.42,193.44,193.4379,null,null,-0.407046802,null,1.26776109,-0.0897001284,0.226833744,-1.04092735,null,14.414,-24.8138388,17.5800408,0.0793686577,0.149953471,0.0529571608,0.0897938407,null,-0.0706836865,-0.0541172612,-0.0614125127,-0.0662971715,null,null,1.04092735,0.149953471,0.0897938407,0.149953471,null,0.548973045,ARTC05,Loaded,2022-04-22T12:18:00Z,2022-04-22,-1.04092735,0.226833744
ARTC-12,193.42,193.44,193.4369,null,null,-0.310159658,null,1.71239739,-0.088648349,0.546039039,-1.16635835,null,14.458,-24.8138388,17.5800403,0.0516587685,0.151906923,0.00997128324,0.0858910587,null,-0.0707363181,-0.0536163447,-0.0613379774,-0.0637642423,null,null,1.16635835,0.151906923,0.0858910587,0.151906923,null,0.655997091,ARTC05,Loaded,2022-04-22T12:18:00Z,2022-04-22,-1.16635835,0.546039039
ARTC-12,193.42,193.44,193.4399,-7.89802973,1.26396019,0.0180137277,-4.65735705,-0.289256103,-1.06471833,-0.126614324,0.162641779,3.59263872,28.595,0.568574397,-11.5759962,0.465534393,null,null,1.30893554,0.598741408,0.0380960733,null,null,-0.0025100084,-3.45261899,-3.99616823,3.59263872,1.30893554,1.30893554,0.465534393,0.000187106554,0.767135298,ARTC04,Loaded,2022-07-19T23:05:00Z,2022-07-19,3.59263872,-0.126614324
ARTC-12,193.42,193.44,193.4389,-12.8647212,1.12848086,-0.247061708,-4.43697345,0.505252409,-1.09000587,0.00556449689,-0.499687912,3.34696758,28.597,0.577822502,-11.3782908,0.319537095,null,null,0.447385338,-0.981542542,0.0439367024,null,null,0.00112585529,1.03737391,-1.59816056,3.34696758,0.447385338,0.447385338,0.319537095,0.000201818646,0.767401976,ARTC04,Loaded,2022-07-19T23:05:00Z,2022-07-19,3.34696758,0.00556449689
ARTC-12,193.42,193.44,193.4379,-16.8621245,0.932192503,-0.643535895,-4.00421272,1.43750739,-1.06991386,0.0752177973,-1.36228959,2.93429886,28.599,0.570038179,-10.9828883,0.418755248,null,null,0.412016738,-2.9680516,0.0349581658,null,null,0.00717345058,5.38672477,0.11768003,2.93429886,0.418755248,0.412016738,0.418755248,-0.000089159888,0.767668654,ARTC04,Loaded,2022-07-19T23:05:00Z,2022-07-19,2.93429886,0.0752177973
ARTC-12,193.42,193.44,193.4369,-18.9658952,0.956310588,-1.01534733,-3.88032016,2.34662263,-0.983849494,0.157963988,-2.18865864,2.89647067,28.601,0.570038145,-11.5759916,0.430448371,null,null,0.440941412,-4.62651454,0.0461619309,null,null,0.0236006737,8.81865637,1.34886343,2.89647067,0.440941412,0.440941412,0.430448371,0.000009504496,0.767935332,ARTC04,Loaded,2022-07-19T23:05:00Z,2022-07-19,2.89647067,0.157963988
ARTC-12,193.42,193.44,193.44,-1.43115981,-0.0605859693,null,0.0557982379,null,-0.0326868504,null,-0.220473148,-0.0884850883,31.576,0.597086793,-35.0331376,0.337098276,0.512855123,0.318366547,null,-0.626851721,0.0164456385,0.0711797424,0.128522495,null,-2.68118438,-4.60316953,0.220473148,0.512855123,0.318366547,0.512855123,-0.000221416118,0.896995402,ARTC05,Loaded,2023-07-20T09:41:00Z,2023-07-20,-0.0884850883,-0.0326868504
ARTC-12,193.42,193.44,193.4399,-1.41677596,0.0222580904,-0.0523362956,-0.00904224315,0.0438331016,0.0177369688,-0.0304197448,-0.0742528464,0.0267792119,36.53,0.585659248,-21.0899048,0.829359544,null,null,1.44280655,-0.201800759,0.0860912863,null,null,0.148174989,-0.899531092,-2.64930967,0.0742528464,1.44280655,1.44280655,0.829359544,-0.000163571608,-0.624588841,ARTC04,Loaded,2023-07-20T10:52:00Z,2023-07-20,0.0267792119,0.0177369688
ARTC-12,193.42,193.44,193.4394,-1.79636171,-0.0206961807,null,0.0446673532,null,0.00163749593,null,-0.16923003,-0.0430298573,40.509,-1.89239605,-22.3304987,0.966896018,1.03770366,0.836748626,null,-0.657503372,0.0952687081,0.131875246,0.156552992,null,-2.14255063,-2.28551337,0.16923003,1.03770366,0.836748626,1.03770366,-0.000120715555,0.717228341,ARTC05,Loaded,2023-07-20T19:58:00Z,2023-07-20,-0.0430298573,0.00163749593
ARTC-12,193.42,193.44,193.4394,-2.5671815,0.0988594149,null,0.349817391,null,0.27376811,null,0.193189361,-0.0760492804,36.225,0.040535647,-14.4871467,0.320965092,0.360916409,0.52244545,0.537011664,0.135355332,0.0484315756,0.0362362268,0.0271396041,0.0237222912,-1.37564555,-3.44737021,0.27376811,0.537011664,0.360916409,0.537011664,-0.000193787321,0.107301355,ARTC02,Loaded,2023-07-20T19:35:00Z,2023-07-20,0.193189361,0.27376811
ARTC-12,193.42,193.44,193.4399,null,0.159697331,null,0.440747899,null,0.38007128,null,0.140560293,-0.0606766189,15.739,0.0638580259,-10.0963914,0.178385444,0.159700721,0.100372927,0.132186071,null,-0.0192237179,-0.0551843558,-0.0389880556,-0.0408556479,null,null,0.38007128,0.178385444,0.178385444,0.132186071,null,0.111605204,ARTC02,Loaded,2024-01-27T19:49:00Z,2024-01-27,0.140560293,0.38007128
ARTC-12,193.42,193.44,193.4399,null,null,null,null,null,-0.0505035484,null,-0.772804427,null,17.394,-24.7793366,-3.05766831,0.156888647,0.0787829403,0.110390729,null,null,-0.051106138,-0.042640089,-0.0748771288,null,null,null,0.772804427,0.156888647,0.110390729,0.156888647,null,-0.294285484,ARTC05,Loaded,2024-01-27T08:25:00Z,2024-01-27,-0.772804427,-0.0505035484
ARTC-12,193.42,193.44,193.4389,null,0.116184877,null,0.244875186,null,0.23862247,null,0.120082105,-0.00625271601,15.732,0.077973336,-10.3998273,0.178385444,0.164367815,0.110680654,0.132186071,null,-0.0192237179,-0.0543751687,-0.0361222138,-0.0408556479,null,null,0.23862247,0.178385444,0.178385444,0.132186071,null,0.0675575882,ARTC02,Loaded,2024-01-27T19:49:00Z,2024-01-27,0.120082105,0.23862247
ARTC-12,193.42,193.44,193.4389,null,null,null,null,null,0.00337235899,null,-0.508969776,null,17.381,-24.7749446,-3.05767093,0.201572054,0.0787829403,0.110390729,null,null,-0.0485968135,-0.042640089,-0.0748771288,null,null,null,0.508969776,0.201572054,0.110390729,0.201572054,null,-0.29435695,ARTC05,Loaded,2024-01-27T08:25:00Z,2024-01-27,-0.508969776,0.00337235899
ARTC-12,193.44,193.46,193.46,11.5369168,0.0627508237,-0.485788275,-0.520212344,1.04907679,-0.197355348,0.0387501203,-1.01032667,0.322856996,19.966,7.42461622,-2.48359254,0.299340516,0.28922129,0.107830184,0.139946093,2.39958644,0.0044653491,0.00206673901,0.0213763633,0.0165766776,null,null,1.01032667,0.299340516,0.139946093,0.299340516,null,-0.867211573,ARTC05,Loaded,2020-03-30T20:41:00Z,2020-03-30,0.322856996,0.0387501203
ARTC-12,193.44,193.46,193.4599,null,0.00586019168,-0.319058709,-0.18939742,0.644037346,-0.0888385184,0.00295996427,-0.641077382,0.100558902,16.994,0.685394577,8.67334764,0.190489118,0.627733642,0.235164456,0.170177515,null,0.00184614833,0.00396496792,0.020955185,0.0188613625,null,null,0.641077382,0.627733642,0.235164456,0.627733642,null,-1.16606556,ARTC04,Loaded,2020-03-30T20:40:00Z,2020-03-30,0.100558902,0.00295996427
ARTC-12,193.44,193.46,193.459,10.3717168,0.0566898733,-0.482056381,-0.500738608,0.795303643,-0.193679431,-0.0844045593,-0.879708203,0.307059177,19.959,7.39187236,-2.29048329,0.303470327,0.286877135,0.191272144,0.161990346,2.00298589,0.0103839656,0.000175405729,0.0230769766,0.0168303126,null,null,0.879708203,0.303470327,0.191272144,0.303470327,null,-0.627337082,ARTC05,Loaded,2020-03-30T20:41:00Z,2020-03-30,0.307059177,-0.0844045593
ARTC-12,193.44,193.46,193.4589,null,-0.00374654371,-0.299726781,-0.0962055388,0.22570135,-0.0518493131,-0.186876105,-0.412577456,0.0443562257,17.01,0.671443906,9.06645913,0.221103908,0.627733642,0.235164456,0.124847479,null,0.00195376797,0.00376415434,0.0271008149,0.0204319546,null,null,0.412577456,0.627733642,0.235164456,0.627733642,null,-1.16370713,ARTC04,Loaded,2020-03-30T20:40:00Z,2020-03-30,0.0443562257,-0.0518493131
ARTC-12,193.44,193.46,193.46,13.1023079,-0.31806047,-2.11963598,0.844528903,5.33276606,0.104203982,0.546747051,-4.78601901,-0.740324921,38.556,-0.289095398,-13.3913539,0.230105076,0.2833555,0.236405151,0.205610512,3.57102293,0.0452817708,0.0784111749,0.111911269,0.0999450015,-2.65615529,-4.3317058,4.78601901,0.2833555,0.236405151,0.2833555,-0.000557015675,1.40168127,ARTC04,Loaded,2020-09-13T17:53:00Z,2020-09-13,-0.740324921,0.546747051
ARTC-12,193.44,193.46,193.46,13.9079909,-0.32855319,-0.0168479857,1.87895937,4.31851675,0.610926496,2.14241039,-2.17610636,-1.26803288,38.25,0.663984397,-8.43564678,0.213708472,0.250611998,0.174918143,0.187230691,2.16914668,0.0592788286,0.0597413914,0.0700591433,0.0464979378,-3.03209419,-4.46928315,2.17610636,0.250611998,0.187230691,0.250611998,-0.000972165506,-0.925617189,ARTC05,Loaded,2020-09-13T02:15:00Z,2020-09-13,-1.26803288,2.14241039
ARTC-12,193.44,193.46,193.46,13.2887338,0.499668596,-0.166986126,1.54068512,0.150903621,1.27001116,-0.091534315,-0.242437936,-0.270673963,35.042,-25.0155679,-0.388305801,null,null,null,0.319196236,5.28843482,null,null,null,0.0326579372,null,-4.7544909,1.27001116,0.319196236,null,0.319196236,-0.000069882219,0.589830491,ARTC01,Loaded,2020-09-13T10:04:00Z,2020-09-13,-0.242437936,1.27001116
ARTC-12,193.44,193.46,193.4599,null,-0.0717162991,-0.228573333,-0.154182756,0.710072987,-0.148807677,0.126463161,-0.583609826,0.00537507877,13.576,4.90585004,-0.549648851,0.0436778636,0.0414975235,0.0264007926,0.038395852,null,0.0717729745,0.0802387472,0.117278792,0.0748356218,null,null,0.583609826,0.0436778636,0.038395852,0.0436778636,null,1.64232058,ARTC05,Loaded,2020-09-13T13:22:00Z,2020-09-13,0.00537507877,0.126463161
ARTC-12,193.44,193.46,193.4599,9.05703763,0.186903183,-0.271906816,-4.0078724,-3.90687079,-1.81703302,-2.22534221,1.68152858,2.19083938,38.519,0.941731306,-13.7993354,1.08972271,1.09677939,0.729613493,1.31641168,-0.452113711,0.062451444,0.200679589,0.216067132,0.0807089445,0.96544292,-1.81396918,2.22534221,1.31641168,1.31641168,1.09677939,0.000711029854,-0.204025095,ARTC05,Loaded,2021-07-22T00:54:00Z,2021-07-22,2.19083938,-1.81703302
ARTC-12,193.44,193.46,193.4589,9.13826986,-0.0154266321,-0.244860806,-3.56669518,-3.41456708,-1.79877422,-1.95214435,1.46242273,1.76792096,38.519,0.920519451,-14.1890501,1.46380041,1.45343893,1.10481447,1.19859884,-0.28373711,0.0971271408,0.123134729,0.190070603,0.0832571655,5.57147057,-1.09030954,1.95214435,1.46380041,1.19859884,1.46380041,0.000639714722,-0.206661078,ARTC05,Loaded,2021-07-22T00:54:00Z,2021-07-22,1.76792096,-1.79877422
ARTC-12,193.44,193.46,193.4579,9.07616434,-0.497545753,-0.465211622,-1.95541259,-2.91011343,-1.47525205,-1.92026834,0.989845092,0.480160544,38.519,0.912153764,-13.4095956,1.35506437,1.0615809,0.82040163,0.686267974,-0.411905229,0.0971271408,0.0969125689,0.161419482,0.0832571655,6.64794598,-0.721570611,1.92026834,1.35506437,0.82040163,1.35506437,-0.000119432197,-0.209297061,ARTC05,Loaded,2021-07-22T00:54:00Z,2021-07-22,0.989845092,-1.47525205
ARTC-12,193.44,193.46,193.4569,8.31944047,-0.356866475,-0.594588281,0.326232261,-0.92928886,-0.193750344,-1.05923271,-0.129943851,-0.519982606,38.519,-0.36513442,-12.2404299,0.708624728,0.739218906,0.48346137,0.350731954,-0.395791128,0.0649465086,0.104027887,0.151848361,0.0603032701,5.84747042,-1.57911822,1.05923271,0.739218906,0.48346137,0.739218906,-0.000977637299,-0.211933045,ARTC05,Loaded,2021-07-22T00:54:00Z,2021-07-22,-0.129943851,-0.193750344
ARTC-12,193.44,193.46,193.4598,5.65873778,0.109361987,0.144572383,0.998541044,-0.537048961,0.608632509,-0.123952097,0.413096863,-0.389908535,39.887,0.0700000101,-18.1382871,0.255742603,0.313188932,0.312774998,0.323290607,-1.47104159,-0.00201620742,-0.0105405259,-0.000157955312,-0.021661603,-3.64978544,1.86029238,0.608632509,0.323290607,0.313188932,0.323290607,0.000010777509,0.074087714,ARTC02,Loaded,2022-03-01T00:10:00Z,2022-03-01,0.413096863,0.608632509
